class1,class2,Answer.time_in_minutes,slide_number,response,predicate2,noun,predicate1,gender,nounclass,workerid
texture,color,6.0336,18,0.48,amarillo,tomate,liso,masculine,food,12
shape,color,6.0336,19,0.58,morado,televisi&oacute;n ,redondo,feminine,furniture,12
nationality,age,6.0336,20,0.24,nuevo,silla,espa&ntilde;ol,feminine,furniture,12
texture,age,6.0336,21,0.57,nuevo,televisi&oacute;n ,duro,feminine,furniture,12
shape,color,6.0336,22,0.56,amarillo,sof&aacute; ,cuadrado,masculine,furniture,12
size,color,6.0336,23,0.68,morado,manzana,peque&ntilde;o,feminine,food,12
size,quality,6.0336,24,0.65,malo,silla,grande,feminine,furniture,12
texture,color,6.0336,25,0.7,marr&oacute;n,manzana,duro,feminine,food,12
size,age,6.0336,26,0.33,podrido,sof&aacute; ,enorme,masculine,furniture,12
size,age,6.0336,27,0.52,nuevo,queso,peque&ntilde;o,masculine,food,12
texture,size,6.0336,28,0.68,grande,zanahoria,duro,feminine,food,12
color,age,11.052016666666667,3,0.99,fresco,tomate,amarillo,masculine,food,13
age,quality,11.052016666666667,4,0.97,bueno,zanahoria,viejo,feminine,food,13
color,age,11.052016666666667,5,0.99,fresco,escritorio,azul,masculine,furniture,13
shape,color,11.052016666666667,6,0.05,morado,sof&aacute; ,redondo,masculine,furniture,13
nationality,color,11.052016666666667,7,0.02,azul,escritorio,americano,masculine,furniture,13
color,size,11.052016666666667,8,0.95,enorme,televisi&oacute;n ,azul,feminine,furniture,13
size,color,11.052016666666667,9,0.02,azul,manzana,min&uacute;sculo,feminine,food,13
texture,color,11.052016666666667,10,0.05,azul,pl&aacute;tano,duro,masculine,food,13
quality,nationality,11.052016666666667,11,0.03,espa&ntilde;ol,zanahoria,malo,feminine,food,13
texture,color,11.052016666666667,12,0.08,amarillo,ventilador,duro,masculine,furniture,13
nationality,color,11.052016666666667,13,0.02,azul,manzana,espa&ntilde;ol,feminine,food,13
size,color,11.052016666666667,14,0.02,marr&oacute;n,sof&aacute; ,corto,masculine,furniture,13
color,age,11.052016666666667,15,0.99,viejo,tomate,rojo,masculine,food,13
texture,color,11.052016666666667,16,0.02,verde,televisi&oacute;n ,duro,feminine,furniture,13
shape,age,11.052016666666667,17,0,fresco,queso,redondo,masculine,food,13
size,nationality,11.052016666666667,18,0.01,americano,escritorio,peque&ntilde;o,masculine,furniture,13
color,size,11.052016666666667,19,0.93,corto,silla,marr&oacute;n,feminine,furniture,13
color,shape,11.052016666666667,20,0.99,cuadrado,sof&aacute; ,rojo,masculine,furniture,13
size,nationality,11.052016666666667,21,0.02,mexicano,manzana,corto,feminine,food,13
nationality,size,11.052016666666667,22,0.05,grande,zanahoria,espa&ntilde;ol,feminine,food,13
color,quality,11.052016666666667,23,0.98,bueno,zanahoria,azul,feminine,food,13
texture,color,11.052016666666667,24,0.01,rojo,televisi&oacute;n ,duro,feminine,furniture,13
age,color,11.052016666666667,25,0.02,morado,escritorio,nuevo,masculine,furniture,13
size,color,11.052016666666667,26,0.05,verde,zanahoria,corto,feminine,food,13
shape,size,11.052016666666667,27,0,corto,silla,cuadrado,feminine,furniture,13
quality,color,11.052016666666667,28,0.03,morado,pl&aacute;tano,bueno,masculine,food,13
nationality,age,16.233833333333333,3,0.88,nuevo,pl&aacute;tano,mexicano,masculine,food,14
color,size,16.233833333333333,4,0.03,enorme,manzana,amarillo,feminine,food,14
nationality,age,16.233833333333333,5,1,podrido,zanahoria,americano,feminine,food,14
nationality,texture,16.233833333333333,6,1,duro,tomate,americano,masculine,food,14
color,size,16.233833333333333,7,1,corto,tomate,verde,masculine,food,14
quality,texture,16.233833333333333,8,0.02,liso,silla,malo,feminine,furniture,14
size,color,16.233833333333333,9,0.94,rojo,tomate,largo,masculine,food,14
age,size,16.233833333333333,10,0.92,enorme,manzana,viejo,feminine,food,14
color,age,16.233833333333333,11,0.03,podrido,ventilador,rojo,masculine,furniture,14
texture,size,16.233833333333333,12,0,min&uacute;sculo,ventilador,liso,masculine,furniture,14
shape,nationality,16.233833333333333,13,0,americano,zanahoria,cuadrado,feminine,food,14
size,age,16.233833333333333,14,0,nuevo,ventilador,peque&ntilde;o,masculine,furniture,14
age,size,16.233833333333333,15,0.05,corto,zanahoria,viejo,feminine,food,14
color,texture,16.233833333333333,16,1,suave,pl&aacute;tano,verde,masculine,food,14
color,nationality,16.233833333333333,17,1,mexicano,sof&aacute; ,rojo,masculine,furniture,14
color,quality,16.233833333333333,18,0.5,bueno,tomate,azul,masculine,food,14
quality,age,16.233833333333333,19,0.95,nuevo,manzana,bueno,feminine,food,14
texture,nationality,16.233833333333333,20,0.02,mexicano,televisi&oacute;n ,duro,feminine,furniture,14
color,size,16.233833333333333,21,0.99,grande,ventilador,morado,masculine,furniture,14
age,shape,16.233833333333333,22,0.96,cuadrado,zanahoria,viejo,feminine,food,14
size,age,16.233833333333333,23,0.02,viejo,silla,grande,feminine,furniture,14
size,texture,16.233833333333333,24,0.02,duro,manzana,peque&ntilde;o,feminine,food,14
color,age,16.233833333333333,25,0.95,viejo,televisi&oacute;n ,morado,feminine,furniture,14
size,quality,16.233833333333333,26,0,malo,tomate,corto,masculine,food,14
color,size,16.233833333333333,27,0.99,min&uacute;sculo,tomate,verde,masculine,food,14
size,quality,16.233833333333333,28,0.98,malo,sof&aacute; ,peque&ntilde;o,masculine,furniture,14
texture,nationality,7.139616666666667,3,0.98,espa&ntilde;ol,silla,suave,feminine,furniture,15
nationality,color,7.139616666666667,4,0,azul,silla,americano,feminine,furniture,15
age,texture,7.139616666666667,5,0.02,suave,manzana,viejo,feminine,food,15
size,shape,7.139616666666667,6,0.98,cuadrado,silla,peque&ntilde;o,feminine,furniture,15
quality,color,7.139616666666667,7,0,rojo,pl&aacute;tano,malo,masculine,food,15
texture,color,7.139616666666667,8,0.99,marr&oacute;n,sof&aacute; ,suave,masculine,furniture,15
age,shape,7.139616666666667,9,0,cuadrado,sof&aacute; ,viejo,masculine,furniture,15
age,size,7.139616666666667,10,0.98,min&uacute;sculo,pl&aacute;tano,nuevo,masculine,food,15
age,quality,7.139616666666667,11,0.99,malo,silla,viejo,feminine,furniture,15
size,shape,7.139616666666667,12,0.02,cuadrado,escritorio,largo,masculine,furniture,15
age,size,7.139616666666667,13,0.02,corto,ventilador,viejo,masculine,furniture,15
color,size,7.139616666666667,14,1,corto,televisi&oacute;n ,verde,feminine,furniture,15
nationality,color,7.139616666666667,15,0,marr&oacute;n,tomate,americano,masculine,food,15
nationality,color,7.139616666666667,16,0,rojo,tomate,mexicano,masculine,food,15
color,nationality,7.139616666666667,17,0.97,americano,manzana,marr&oacute;n,feminine,food,15
size,nationality,7.139616666666667,18,0,espa&ntilde;ol,silla,enorme,feminine,furniture,15
color,texture,7.139616666666667,19,1,suave,queso,rojo,masculine,food,15
nationality,color,7.139616666666667,20,0,amarillo,tomate,mexicano,masculine,food,15
nationality,age,7.139616666666667,21,1,podrido,escritorio,espa&ntilde;ol,masculine,furniture,15
size,age,7.139616666666667,22,1,nuevo,ventilador,largo,masculine,furniture,15
color,quality,7.139616666666667,23,0,bueno,escritorio,morado,masculine,furniture,15
size,texture,7.139616666666667,24,0,liso,zanahoria,enorme,feminine,food,15
quality,color,7.139616666666667,25,0,azul,zanahoria,bueno,feminine,food,15
age,size,7.139616666666667,26,0,enorme,zanahoria,fresco,feminine,food,15
shape,age,7.139616666666667,27,0,viejo,ventilador,redondo,masculine,furniture,15
color,size,7.139616666666667,28,0,enorme,manzana,morado,feminine,food,15
nationality,texture,3.0849166666666665,3,0,suave,escritorio,espa&ntilde;ol,masculine,furniture,16
shape,color,3.0849166666666665,4,0,amarillo,manzana,redondo,feminine,food,16
size,color,3.0849166666666665,5,1,morado,sof&aacute; ,corto,masculine,furniture,16
size,color,3.0849166666666665,6,0,azul,tomate,corto,masculine,food,16
color,nationality,3.0849166666666665,7,0,americano,queso,marr&oacute;n,masculine,food,16
texture,color,3.0849166666666665,8,0,morado,ventilador,suave,masculine,furniture,16
color,nationality,3.0849166666666665,9,0,mexicano,queso,morado,masculine,food,16
age,size,3.0849166666666665,10,0,grande,zanahoria,podrido,feminine,food,16
color,age,3.0849166666666665,11,1,podrido,manzana,azul,feminine,food,16
size,texture,3.0849166666666665,12,1,liso,silla,enorme,feminine,furniture,16
texture,quality,3.0849166666666665,13,1,malo,pl&aacute;tano,liso,masculine,food,16
age,nationality,3.0849166666666665,14,1,espa&ntilde;ol,tomate,fresco,masculine,food,16
age,color,3.0849166666666665,15,0,azul,ventilador,podrido,masculine,furniture,16
shape,quality,3.0849166666666665,16,1,bueno,manzana,cuadrado,feminine,food,16
color,texture,3.0849166666666665,17,1,duro,tomate,azul,masculine,food,16
quality,color,3.0849166666666665,18,0,rojo,escritorio,malo,masculine,furniture,16
quality,size,3.0849166666666665,19,0,corto,silla,malo,feminine,furniture,16
nationality,texture,3.0849166666666665,20,1,duro,ventilador,espa&ntilde;ol,masculine,furniture,16
color,quality,3.0849166666666665,21,1,bueno,silla,rojo,feminine,furniture,16
texture,size,3.0849166666666665,22,1,peque&ntilde;o,queso,liso,masculine,food,16
shape,age,3.0849166666666665,23,0,fresco,zanahoria,redondo,feminine,food,16
size,texture,3.0849166666666665,24,0,duro,silla,corto,feminine,furniture,16
age,nationality,3.0849166666666665,25,0,espa&ntilde;ol,ventilador,viejo,masculine,furniture,16
quality,texture,3.0849166666666665,26,1,suave,televisi&oacute;n ,bueno,feminine,furniture,16
size,age,3.0849166666666665,27,0,nuevo,queso,min&uacute;sculo,masculine,food,16
color,age,3.0849166666666665,28,1,podrido,queso,verde,masculine,food,16
quality,size,7.294333333333333,3,0.92,peque&ntilde;o,sof&aacute; ,bueno,masculine,furniture,17
nationality,quality,7.294333333333333,4,0.96,malo,tomate,mexicano,masculine,food,17
color,age,7.294333333333333,5,0.94,podrido,televisi&oacute;n ,rojo,feminine,furniture,17
color,shape,7.294333333333333,6,0.01,redondo,tomate,amarillo,masculine,food,17
color,size,7.294333333333333,7,0.05,peque&ntilde;o,queso,amarillo,masculine,food,17
nationality,age,7.294333333333333,8,0.95,nuevo,queso,espa&ntilde;ol,masculine,food,17
texture,age,7.294333333333333,9,0.97,fresco,escritorio,suave,masculine,furniture,17
texture,nationality,7.294333333333333,10,0.92,espa&ntilde;ol,escritorio,suave,masculine,furniture,17
quality,size,7.294333333333333,11,0.03,largo,silla,bueno,feminine,furniture,17
size,color,7.294333333333333,12,0.06,marr&oacute;n,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,17
age,nationality,7.294333333333333,13,0.92,espa&ntilde;ol,pl&aacute;tano,fresco,masculine,food,17
age,nationality,7.294333333333333,14,0.9,americano,ventilador,podrido,masculine,furniture,17
color,texture,7.294333333333333,15,0.08,duro,televisi&oacute;n ,amarillo,feminine,furniture,17
texture,size,7.294333333333333,16,0.02,min&uacute;sculo,ventilador,duro,masculine,furniture,17
color,shape,7.294333333333333,17,0.07,redondo,televisi&oacute;n ,amarillo,feminine,furniture,17
color,shape,7.294333333333333,18,0.03,redondo,ventilador,verde,masculine,furniture,17
texture,color,7.294333333333333,19,0.96,marr&oacute;n,zanahoria,liso,feminine,food,17
size,quality,7.294333333333333,20,0.95,bueno,zanahoria,peque&ntilde;o,feminine,food,17
size,color,7.294333333333333,21,0.08,rojo,manzana,enorme,feminine,food,17
color,texture,7.294333333333333,22,0.92,duro,televisi&oacute;n ,rojo,feminine,furniture,17
color,age,7.294333333333333,23,0.89,fresco,tomate,verde,masculine,food,17
color,size,7.294333333333333,24,0.09,peque&ntilde;o,sof&aacute; ,amarillo,masculine,furniture,17
age,nationality,7.294333333333333,25,0.11,espa&ntilde;ol,ventilador,nuevo,masculine,furniture,17
size,texture,7.294333333333333,26,0.98,duro,queso,grande,masculine,food,17
texture,nationality,7.294333333333333,27,0.91,americano,tomate,suave,masculine,food,17
texture,age,7.294333333333333,28,0.07,nuevo,pl&aacute;tano,suave,masculine,food,17
nationality,age,2.4128666666666665,3,0.74,viejo,sof&aacute; ,espa&ntilde;ol,masculine,furniture,18
size,color,2.4128666666666665,4,0.71,marr&oacute;n,silla,min&uacute;sculo,feminine,furniture,18
color,age,2.4128666666666665,5,0.71,viejo,pl&aacute;tano,marr&oacute;n,masculine,food,18
texture,age,2.4128666666666665,6,0.53,podrido,escritorio,duro,masculine,furniture,18
age,quality,2.4128666666666665,7,0.78,bueno,sof&aacute; ,podrido,masculine,furniture,18
size,nationality,2.4128666666666665,8,0.46,mexicano,sof&aacute; ,largo,masculine,furniture,18
color,age,2.4128666666666665,9,0.51,viejo,queso,verde,masculine,food,18
size,texture,2.4128666666666665,10,0.7,suave,zanahoria,min&uacute;sculo,feminine,food,18
nationality,color,2.4128666666666665,11,0.51,azul,zanahoria,espa&ntilde;ol,feminine,food,18
color,shape,2.4128666666666665,12,0.64,cuadrado,escritorio,morado,masculine,furniture,18
age,shape,2.4128666666666665,13,0.56,cuadrado,sof&aacute; ,fresco,masculine,furniture,18
age,size,2.4128666666666665,14,0.77,largo,zanahoria,fresco,feminine,food,18
texture,size,2.4128666666666665,15,0.71,largo,manzana,suave,feminine,food,18
texture,color,2.4128666666666665,16,0.53,azul,queso,suave,masculine,food,18
size,quality,2.4128666666666665,17,0.68,malo,queso,enorme,masculine,food,18
quality,age,2.4128666666666665,18,0.68,podrido,queso,malo,masculine,food,18
size,nationality,2.4128666666666665,19,0.72,americano,pl&aacute;tano,grande,masculine,food,18
color,size,2.4128666666666665,20,0.82,peque&ntilde;o,escritorio,rojo,masculine,furniture,18
shape,size,2.4128666666666665,21,0.4,peque&ntilde;o,queso,cuadrado,masculine,food,18
nationality,color,2.4128666666666665,22,0.08,amarillo,manzana,espa&ntilde;ol,feminine,food,18
age,texture,2.4128666666666665,23,0.6,duro,escritorio,nuevo,masculine,furniture,18
size,nationality,2.4128666666666665,24,0.45,mexicano,televisi&oacute;n ,grande,feminine,furniture,18
size,shape,2.4128666666666665,25,0.54,cuadrado,queso,grande,masculine,food,18
age,color,2.4128666666666665,26,0.62,azul,tomate,viejo,masculine,food,18
size,age,2.4128666666666665,27,0.56,nuevo,manzana,peque&ntilde;o,feminine,food,18
nationality,quality,2.4128666666666665,28,0.6,malo,manzana,americano,feminine,food,18
shape,color,4.454016666666667,3,0.94,verde,televisi&oacute;n ,cuadrado,feminine,furniture,19
texture,quality,4.454016666666667,4,0.09,malo,ventilador,duro,masculine,furniture,19
shape,color,4.454016666666667,5,0.96,amarillo,ventilador,redondo,masculine,furniture,19
age,shape,4.454016666666667,6,0.98,cuadrado,zanahoria,nuevo,feminine,food,19
age,size,4.454016666666667,7,0.97,corto,zanahoria,viejo,feminine,food,19
color,size,4.454016666666667,8,0.33,enorme,silla,morado,feminine,furniture,19
color,shape,4.454016666666667,9,0.99,cuadrado,tomate,verde,masculine,food,19
shape,size,4.454016666666667,10,0.03,enorme,queso,redondo,masculine,food,19
quality,age,4.454016666666667,11,0.45,fresco,sof&aacute; ,bueno,masculine,furniture,19
color,size,4.454016666666667,12,0,min&uacute;sculo,escritorio,amarillo,masculine,furniture,19
size,shape,4.454016666666667,13,0.99,redondo,sof&aacute; ,enorme,masculine,furniture,19
color,age,4.454016666666667,14,0.07,nuevo,manzana,marr&oacute;n,feminine,food,19
size,nationality,4.454016666666667,15,0.98,americano,queso,peque&ntilde;o,masculine,food,19
texture,nationality,4.454016666666667,16,0.97,espa&ntilde;ol,silla,suave,feminine,furniture,19
size,age,4.454016666666667,17,0.99,nuevo,ventilador,grande,masculine,furniture,19
size,age,4.454016666666667,18,0.95,podrido,sof&aacute; ,peque&ntilde;o,masculine,furniture,19
size,shape,4.454016666666667,19,0.88,cuadrado,manzana,min&uacute;sculo,feminine,food,19
color,size,4.454016666666667,20,0.05,enorme,ventilador,amarillo,masculine,furniture,19
color,nationality,4.454016666666667,21,0.99,mexicano,manzana,marr&oacute;n,feminine,food,19
nationality,size,4.454016666666667,22,0.96,min&uacute;sculo,zanahoria,mexicano,feminine,food,19
shape,age,4.454016666666667,23,0.03,nuevo,queso,redondo,masculine,food,19
color,quality,4.454016666666667,24,0.93,bueno,sof&aacute; ,marr&oacute;n,masculine,furniture,19
shape,nationality,4.454016666666667,25,0.02,americano,sof&aacute; ,redondo,masculine,furniture,19
color,size,4.454016666666667,26,0.48,min&uacute;sculo,zanahoria,azul,feminine,food,19
quality,texture,4.454016666666667,27,0.96,duro,queso,malo,masculine,food,19
size,texture,4.454016666666667,28,0.96,duro,televisi&oacute;n ,enorme,feminine,furniture,19
texture,age,10.150266666666667,3,0.98,nuevo,silla,liso,feminine,furniture,20
nationality,age,10.150266666666667,4,0.99,nuevo,pl&aacute;tano,mexicano,masculine,food,20
color,nationality,10.150266666666667,5,0.99,americano,ventilador,marr&oacute;n,masculine,furniture,20
color,nationality,10.150266666666667,6,0.98,espa&ntilde;ol,televisi&oacute;n ,rojo,feminine,furniture,20
color,age,10.150266666666667,7,0.01,nuevo,televisi&oacute;n ,amarillo,feminine,furniture,20
age,shape,10.150266666666667,8,0.01,cuadrado,televisi&oacute;n ,viejo,feminine,furniture,20
texture,nationality,10.150266666666667,9,0.01,espa&ntilde;ol,escritorio,duro,masculine,furniture,20
quality,age,10.150266666666667,10,0.02,fresco,silla,bueno,feminine,furniture,20
size,color,10.150266666666667,11,0,azul,escritorio,enorme,masculine,furniture,20
size,nationality,10.150266666666667,12,0.02,mexicano,tomate,min&uacute;sculo,masculine,food,20
size,color,10.150266666666667,13,0.02,marr&oacute;n,silla,grande,feminine,furniture,20
size,nationality,10.150266666666667,14,0.97,americano,televisi&oacute;n ,corto,feminine,furniture,20
nationality,size,10.150266666666667,15,0.97,largo,silla,mexicano,feminine,furniture,20
color,age,10.150266666666667,16,0.98,podrido,pl&aacute;tano,morado,masculine,food,20
